age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,Income_predicted
27,4,9,13,4,3,3,4,0,0,0,99,39,<=50K,
51,4,11,9,2,11,0,4,1,7688,0,40,39,>50K,
42,4,11,9,4,13,3,4,1,0,0,40,39,<=50K,
43,6,15,10,2,11,0,4,1,7298,0,50,25,>50K,
38,4,9,13,2,12,0,4,1,0,0,45,39,>50K,
36,4,11,9,2,2,0,4,1,0,0,64,39,>50K,
37,4,11,9,2,7,5,1,0,0,0,60,30,<=50K,
29,4,9,13,4,3,1,4,1,0,0,50,39,>50K,
53,3,11,9,0,7,1,4,0,0,0,40,39,<=50K,
42,6,9,13,3,3,1,4,1,0,0,45,31,<=50K,
80,4,15,10,6,0,1,4,0,0,0,20,39,<=50K,
61,4,1,7,2,13,0,4,1,0,0,40,39,<=50K,
55,4,15,10,2,2,0,4,1,5013,0,52,39,<=50K,
20,4,15,10,4,7,3,4,0,0,0,25,39,<=50K,
48,0,15,10,2,2,0,4,1,0,0,40,39,>50K,
24,4,9,13,4,3,3,4,0,0,0,50,39,<=50K,
71,7,11,9,2,2,0,2,1,0,0,40,39,<=50K,
49,4,1,7,2,7,5,4,0,0,0,6,39,<=50K,
39,0,11,9,4,1,1,4,1,0,0,50,39,<=50K,
22,4,9,13,4,0,3,4,0,0,0,25,39,<=50K,
67,0,9,13,6,0,1,4,0,0,0,40,39,<=50K,
38,4,9,13,2,3,0,4,1,0,1848,54,39,>50K,
38,3,5,4,2,7,0,4,1,0,0,45,39,<=50K,
56,6,7,12,2,4,5,4,0,0,0,40,39,<=50K,
23,4,15,10,4,7,1,4,0,0,0,20,39,<=50K,
26,4,15,10,2,13,0,4,1,0,0,40,39,<=50K,
44,4,9,13,4,9,3,4,1,10520,0,40,39,>50K,
27,4,11,9,3,4,3,4,0,0,0,40,25,<=50K,
40,1,15,10,2,10,0,4,1,7298,0,40,39,>50K,
43,4,7,12,2,5,0,4,1,0,0,60,39,<=50K,
31,7,15,10,2,2,0,4,1,0,0,35,39,>50K,
25,4,9,13,4,3,1,4,1,0,0,35,39,<=50K,
22,4,8,11,4,7,3,2,0,0,0,36,39,<=50K,
20,1,8,11,4,0,3,4,0,0,0,35,39,<=50K,
27,4,11,9,2,11,5,4,0,3464,0,40,39,<=50K,
39,4,15,10,0,3,4,4,0,0,0,40,25,<=50K,
27,7,12,14,4,9,1,4,1,0,0,40,39,<=50K,
41,1,11,9,5,13,3,4,1,0,0,40,39,<=50K,
31,1,9,13,4,9,1,4,1,0,0,45,39,<=50K,
41,4,7,12,2,11,0,4,1,0,0,20,39,<=50K,
25,4,9,13,4,3,1,4,1,0,0,40,39,<=50K,
29,7,7,12,4,9,1,2,1,0,0,40,39,>50K,
22,4,11,9,2,7,3,4,1,0,0,50,39,<=50K,
62,4,5,4,2,10,0,4,1,0,0,91,39,<=50K,
29,0,11,9,0,3,1,3,0,0,0,40,39,<=50K,
44,4,15,10,2,3,5,4,0,0,0,70,39,>50K,
32,4,9,13,2,0,5,4,0,0,0,2,39,<=50K,
19,3,11,9,4,7,4,2,0,0,0,40,39,<=50K,
20,4,8,11,4,6,4,4,0,0,0,40,39,<=50K,
65,7,15,10,2,6,0,2,1,0,0,40,39,>50K,
24,4,11,9,4,5,1,4,0,0,0,36,39,<=50K,
37,6,12,14,2,3,0,4,1,0,0,50,39,>50K,
43,1,11,9,0,12,1,2,0,0,0,40,39,<=50K,
38,6,9,13,2,11,5,4,0,0,0,60,39,>50K,
28,4,7,12,4,11,3,4,0,0,0,35,39,<=50K,
33,4,11,9,4,5,3,4,1,4416,0,40,39,<=50K,
32,4,11,9,2,0,5,4,0,0,0,40,39,>50K,
38,4,12,14,2,3,0,4,1,0,0,45,39,>50K,
33,4,15,10,0,12,1,4,0,0,0,40,39,<=50K,
42,6,9,13,2,3,0,4,1,0,0,60,39,>50K,
41,4,11,9,0,5,4,4,1,0,0,40,39,<=50K,
55,4,1,7,2,3,0,4,1,0,0,45,39,<=50K,
30,6,15,10,4,2,3,4,1,0,0,8,39,<=50K,
54,4,15,10,6,2,4,4,0,0,0,50,39,<=50K,
40,4,9,13,2,0,0,4,1,0,0,40,39,>50K,
34,4,9,13,0,2,4,4,0,0,0,25,39,<=50K,
31,4,15,10,4,0,1,4,0,0,0,45,39,<=50K,
22,4,11,9,4,13,1,4,1,0,0,37,39,<=50K,
37,4,11,9,2,7,0,2,1,0,0,40,39,>50K,
41,3,6,5,2,7,5,1,0,0,0,40,16,<=50K,
52,1,12,14,4,9,3,4,0,0,0,40,39,<=50K,
57,5,15,10,2,9,0,4,1,0,0,40,39,<=50K,
48,4,15,10,0,0,1,4,0,0,0,48,39,<=50K,
58,4,11,9,2,3,0,4,1,0,0,40,39,>50K,
35,6,6,5,2,2,0,4,1,0,0,50,39,<=50K,
40,4,11,9,4,3,1,4,0,0,0,45,39,<=50K,
30,4,11,9,0,11,1,4,0,0,0,25,39,<=50K,
26,6,11,9,2,3,0,4,1,0,0,40,28,<=50K,
46,6,11,9,2,9,0,4,1,0,0,60,39,<=50K,
26,0,15,10,2,0,0,2,1,0,0,40,39,<=50K,
50,0,9,13,0,9,4,2,0,0,0,40,39,<=50K,
22,4,11,9,2,13,0,4,1,0,0,50,39,>50K,
36,4,12,14,6,12,4,1,0,0,0,40,18,<=50K,
30,4,11,9,2,11,0,4,1,0,0,52,39,>50K,
58,4,7,12,2,3,0,4,1,0,0,50,39,>50K,
72,4,8,11,5,7,4,4,0,6723,0,25,39,<=50K,
19,4,11,9,4,0,1,4,0,0,0,40,39,<=50K,
29,4,5,4,2,7,5,4,0,0,0,40,25,<=50K,
20,3,11,9,4,7,3,2,0,0,0,25,39,<=50K,
47,6,15,10,0,7,4,4,0,0,0,45,39,<=50K,
51,4,15,10,2,9,0,4,1,0,0,45,39,>50K,
26,4,0,6,2,5,0,4,1,0,0,40,39,<=50K,
24,4,15,10,4,3,1,4,1,0,0,42,39,<=50K,
44,4,12,14,0,11,1,4,1,0,0,24,19,<=50K,
43,4,11,9,2,3,0,4,1,0,0,50,39,>50K,
35,4,9,13,4,3,1,4,1,0,0,50,39,<=50K,
51,4,11,9,2,12,0,4,1,7298,0,50,39,>50K,
38,4,15,10,0,0,4,3,0,0,0,40,39,<=50K,
39,7,11,9,2,0,5,1,0,3464,0,20,39,<=50K,
54,4,0,6,5,11,4,4,0,0,0,43,21,<=50K,
62,4,11,9,4,2,1,4,1,0,0,40,39,<=50K,
45,4,10,16,2,3,0,4,1,0,0,60,39,<=50K,
30,4,11,9,4,3,3,2,0,0,0,35,22,<=50K,
23,6,11,9,0,7,1,4,0,0,0,40,39,<=50K,
84,1,8,11,6,0,1,4,0,0,0,14,39,<=50K,
46,4,9,13,4,9,3,4,1,0,0,60,39,<=50K,
67,1,12,14,0,0,1,4,0,2009,0,40,39,<=50K,
33,4,8,11,4,3,1,4,1,0,0,55,39,>50K,
23,4,15,10,2,12,0,4,1,0,0,42,39,<=50K,
63,3,11,9,2,7,0,4,1,0,0,55,39,>50K,
55,3,11,9,5,7,1,2,0,0,2001,40,39,<=50K,
42,7,14,15,0,9,4,4,0,0,0,40,39,<=50K,
17,4,1,7,4,7,3,0,0,0,0,20,39,<=50K,
31,4,2,8,0,13,3,4,1,0,0,40,39,<=50K,
28,4,5,4,4,0,3,4,1,0,0,40,32,<=50K,
31,4,6,5,2,5,0,2,1,0,0,48,39,<=50K,
65,3,9,13,2,7,0,4,1,10605,0,40,39,>50K,
31,4,9,13,4,3,1,4,1,14084,0,50,39,>50K,
61,4,11,9,0,5,1,2,0,0,0,40,39,<=50K,
43,7,14,15,2,9,0,4,1,0,0,50,39,>50K,
40,7,15,10,4,0,4,2,0,0,0,49,39,<=50K,
39,4,11,9,4,3,1,4,1,0,0,40,39,<=50K,
37,1,15,10,3,0,4,2,0,0,0,27,39,<=50K,
47,4,15,10,2,2,0,0,1,0,0,40,39,<=50K,
45,0,15,10,2,13,0,4,1,0,0,65,39,>50K,
30,4,11,9,2,2,0,4,1,0,0,60,39,<=50K,
30,6,14,15,4,9,3,4,1,0,0,40,39,<=50K,
49,4,15,10,0,9,1,4,1,14084,0,44,39,>50K,
51,1,11,9,2,2,0,4,1,0,0,40,39,>50K,
31,4,9,13,4,9,1,4,0,0,0,72,39,>50K,
48,5,9,13,2,3,5,4,0,0,0,25,39,>50K,
20,4,15,10,4,0,3,1,0,0,0,30,39,<=50K,
32,4,11,9,2,3,0,4,1,3103,0,40,39,>50K,
31,3,15,10,4,7,4,2,0,0,0,40,39,<=50K,
19,4,11,9,4,0,1,4,1,0,0,25,39,<=50K,
50,4,12,14,0,3,1,4,0,0,0,35,39,<=50K,
25,3,9,13,4,7,3,4,1,0,0,20,39,<=50K,
49,4,11,9,0,2,1,4,1,0,1876,40,39,<=50K,
30,4,15,10,2,13,0,4,1,0,0,40,39,<=50K,
23,4,9,13,4,11,1,4,1,0,0,40,39,<=50K,
44,4,10,16,2,3,5,4,0,15024,0,32,39,>50K,
24,4,8,11,4,11,4,4,1,0,0,5,39,<=50K,
28,4,8,11,4,0,1,1,0,0,0,45,39,<=50K,
56,4,11,9,0,0,4,4,0,0,1617,40,39,<=50K,
38,4,11,9,4,0,1,4,0,0,0,38,39,<=50K,
20,4,15,10,4,0,3,4,0,2176,0,20,39,<=50K,
82,4,11,9,6,3,1,4,0,0,4356,18,39,<=50K,
52,0,9,13,2,10,0,4,1,0,0,60,39,>50K,
32,4,15,10,4,2,1,2,1,0,0,40,39,<=50K,
37,4,8,11,5,9,4,4,0,0,0,32,39,<=50K,
39,4,9,13,2,0,0,4,1,0,0,40,39,>50K,
30,4,11,9,2,2,3,1,1,3411,0,40,39,<=50K,
49,1,11,9,2,10,0,4,1,0,0,56,39,<=50K,
40,1,8,11,0,3,4,4,0,0,0,40,39,<=50K,
42,4,1,7,2,13,0,4,1,0,0,45,39,<=50K,
35,4,9,13,4,9,1,4,1,0,0,40,39,<=50K,
39,4,11,9,0,7,4,4,0,0,0,81,39,<=50K,
32,1,8,11,3,2,1,4,1,0,0,40,39,<=50K,
22,4,1,7,4,2,1,4,1,0,0,50,39,<=50K,
53,1,15,10,0,0,1,4,0,0,0,40,39,<=50K,
25,4,11,9,4,0,1,4,1,0,0,40,39,<=50K,
17,2,0,6,4,7,3,4,1,0,0,30,39,<=50K,
44,4,11,9,2,2,0,4,1,0,0,70,39,>50K,
52,4,12,14,2,9,0,4,1,0,0,40,39,>50K,
42,7,11,9,2,13,0,0,1,0,0,40,39,<=50K,
27,4,15,10,2,6,0,4,1,0,0,40,39,<=50K,
37,4,11,9,4,6,1,2,1,0,0,40,39,<=50K,
39,7,12,14,2,9,2,3,0,7688,0,38,39,>50K,
26,4,11,9,2,9,0,4,1,0,0,40,39,<=50K,
48,4,12,14,2,3,5,4,0,0,1902,38,39,>50K,
57,4,11,9,0,11,4,4,0,0,0,28,39,<=50K,
36,6,8,11,5,3,1,4,1,0,0,48,39,<=50K,
27,4,9,13,4,11,1,4,0,0,0,40,39,<=50K,
17,4,1,7,4,5,3,4,1,0,0,15,39,<=50K,
30,4,4,3,2,2,0,4,1,0,0,40,25,<=50K,
37,4,8,11,2,0,5,2,0,0,0,48,39,>50K,
31,1,9,13,4,11,3,4,0,0,0,40,39,<=50K,
23,4,7,12,4,0,1,4,0,0,0,20,39,<=50K,
32,4,0,6,4,2,2,4,1,0,0,45,39,<=50K,
31,4,11,9,4,7,4,4,0,0,0,8,39,<=50K,
44,4,9,13,2,3,0,2,1,0,0,40,39,>50K,
39,0,9,13,0,12,4,2,0,0,625,40,39,<=50K,
59,4,11,9,2,2,0,4,1,0,1485,45,39,>50K,
42,4,9,13,2,13,0,4,1,0,0,48,39,>50K,
45,4,11,9,2,0,0,4,1,0,0,35,39,<=50K,
20,4,11,9,4,2,1,4,1,0,0,35,39,<=50K,
50,4,7,12,2,12,0,2,1,0,0,40,39,<=50K,
56,4,11,9,4,5,3,4,1,0,0,28,39,<=50K,
48,4,8,11,2,11,0,4,1,0,0,40,39,>50K,
58,6,12,14,6,7,1,4,0,0,0,15,39,<=50K,
32,4,8,11,2,2,0,4,1,0,0,50,39,<=50K,
23,4,15,10,4,11,3,4,0,0,0,12,39,<=50K,
48,4,11,9,0,6,1,4,1,0,0,40,39,<=50K,
33,4,11,9,0,10,1,4,1,0,0,70,39,<=50K,
48,4,9,13,4,9,1,4,0,0,0,45,25,<=50K,
55,4,11,9,6,7,1,4,0,2202,0,35,21,<=50K,
40,1,8,11,4,3,4,0,0,0,0,40,39,<=50K,
50,4,15,10,2,9,0,4,1,0,0,40,39,<=50K,
52,6,0,6,2,2,0,4,1,0,0,35,39,<=50K,
19,4,11,9,4,7,1,4,0,0,0,30,39,<=50K,
55,6,0,6,2,11,0,4,1,7688,0,50,39,>50K,
36,6,14,15,2,11,0,4,1,0,0,30,39,>50K,
39,4,9,13,5,9,4,1,0,0,0,40,30,>50K,
22,4,15,10,4,0,4,4,0,0,0,40,39,<=50K,
44,4,9,13,2,3,0,4,1,7688,0,50,39,>50K,
34,4,11,9,0,2,1,4,1,0,1408,38,39,<=50K,
33,4,15,10,2,7,0,4,1,0,0,50,39,<=50K,
55,4,12,14,0,9,1,4,0,14084,0,40,39,>50K,
35,4,12,14,2,3,0,4,1,0,0,45,39,>50K,
50,4,1,7,6,6,1,4,0,0,0,40,39,<=50K,
43,4,15,10,0,0,4,2,0,0,0,40,39,<=50K,
56,4,15,10,2,13,0,2,1,0,0,40,39,<=50K,
33,4,9,13,2,9,0,4,1,99999,0,40,39,>50K,
46,4,8,11,0,11,4,4,0,0,0,40,39,<=50K,
60,5,11,9,2,0,5,4,0,15024,0,15,39,>50K,
48,5,12,14,2,7,0,4,1,0,0,40,39,<=50K,
65,1,1,7,2,13,0,4,1,0,0,35,39,<=50K,
29,4,11,9,4,5,1,4,1,0,1408,40,39,<=50K,
42,4,11,9,2,13,0,4,1,0,1740,43,39,<=50K,
44,4,14,15,2,9,0,4,1,0,0,50,39,>50K,
73,6,15,10,2,11,0,4,1,0,0,6,39,>50K,
21,4,15,10,4,12,1,4,0,0,0,50,39,<=50K,
32,5,11,9,2,4,0,4,1,0,1902,55,39,>50K,
43,0,12,14,2,10,0,4,1,0,0,35,39,>50K,
21,4,11,9,4,2,1,2,1,0,0,32,39,<=50K,
30,4,15,10,5,13,1,4,1,0,0,20,39,<=50K,
54,4,9,13,2,12,0,4,1,0,0,48,39,<=50K,
55,7,15,10,2,0,5,4,0,0,0,37,39,<=50K,
20,4,15,10,4,11,3,4,0,0,0,28,39,<=50K,
53,4,9,13,2,3,0,4,1,0,0,40,11,<=50K,
51,4,12,14,4,9,1,4,1,0,0,55,39,>50K,
62,4,15,10,6,8,4,4,0,0,0,40,39,<=50K,
24,6,11,9,4,7,3,4,1,0,0,30,39,<=50K,
17,5,6,5,4,11,3,4,0,0,0,40,39,<=50K,
26,4,15,10,4,0,1,4,0,0,0,45,39,<=50K,
32,4,0,6,2,3,5,4,0,0,0,35,39,<=50K,
58,4,10,16,2,9,0,4,1,0,0,50,39,>50K,
38,4,9,13,2,12,0,4,1,0,0,40,39,>50K,
72,4,11,9,3,6,4,4,1,2346,0,40,27,<=50K,
26,0,11,9,0,0,3,4,0,0,0,40,39,<=50K,
45,3,11,9,6,7,4,4,0,0,0,38,39,<=50K,
72,3,8,11,6,7,1,4,0,0,0,30,39,<=50K,
60,4,15,10,2,3,0,4,1,15024,0,40,39,>50K,
27,4,11,9,2,11,0,4,1,0,0,50,12,<=50K,
38,4,8,11,2,6,0,4,1,0,0,48,39,>50K,
37,5,15,10,2,11,0,4,1,0,1485,44,39,>50K,
38,5,9,13,2,11,0,4,1,0,0,40,39,>50K,
29,4,11,9,2,11,0,4,1,0,0,60,39,>50K,
19,4,11,9,4,7,3,4,0,0,1721,40,39,<=50K,
28,4,9,13,4,5,2,4,1,0,0,25,39,<=50K,
70,3,9,13,0,7,1,4,0,0,0,7,39,<=50K,
40,6,11,9,2,2,0,4,1,0,0,50,39,>50K,
26,4,8,11,0,2,3,4,1,0,0,40,39,<=50K,
43,4,7,12,2,11,0,2,1,0,0,60,39,<=50K,
25,0,15,10,2,10,0,2,1,0,0,40,39,<=50K,
29,4,11,9,2,6,0,2,1,0,0,40,39,>50K,
60,4,3,2,0,2,1,3,1,0,0,38,5,<=50K,
31,4,9,13,2,0,5,4,0,0,0,40,39,<=50K,
51,1,5,4,2,13,0,4,1,0,0,40,39,<=50K,
18,4,15,10,4,0,3,4,0,0,0,15,39,<=50K,
36,4,9,13,0,12,4,4,1,0,0,20,39,<=50K,
35,4,9,13,2,0,0,1,1,0,0,40,30,>50K,
48,4,9,13,0,0,3,4,1,0,0,38,39,>50K,
78,6,5,4,2,4,0,4,1,0,0,25,39,<=50K,
72,4,9,13,2,10,0,4,1,0,0,17,39,<=50K,
58,3,1,7,2,7,0,4,1,0,0,16,39,<=50K,
36,4,1,7,4,10,1,2,1,13550,0,40,39,>50K,
48,4,15,10,2,5,0,4,1,0,0,30,39,<=50K,
28,4,11,9,0,0,1,4,0,0,0,40,39,<=50K,
26,4,12,14,4,7,3,4,0,0,0,40,39,<=50K,
29,4,9,13,4,11,1,4,0,0,0,60,39,<=50K,
47,4,4,3,2,7,0,2,1,0,0,40,22,<=50K,
50,4,9,13,0,3,1,4,0,0,0,50,39,>50K,
35,0,4,3,4,2,1,4,1,0,0,40,25,<=50K,
17,4,1,7,4,13,3,4,1,0,0,20,39,<=50K,
41,4,15,10,2,2,0,4,1,0,0,48,39,>50K,
37,4,11,9,2,13,0,4,1,0,0,42,39,<=50K,
35,1,11,9,2,7,0,0,1,0,0,40,39,<=50K,
56,4,5,4,2,2,0,4,1,0,0,40,32,<=50K,
23,4,15,10,2,13,0,4,1,0,0,40,39,<=50K,
33,4,7,12,0,9,4,4,0,0,0,32,39,<=50K,
79,5,11,9,2,3,0,4,1,0,0,40,39,>50K,
28,4,9,13,4,9,1,2,1,0,0,40,39,<=50K,
55,4,1,7,0,11,3,4,0,0,0,20,39,<=50K,
59,7,12,14,2,9,0,4,1,0,0,50,39,<=50K,
19,4,1,7,4,11,3,1,0,0,0,19,30,<=50K,
41,4,4,3,3,4,1,4,1,0,0,35,25,<=50K,
32,4,8,11,2,0,0,4,1,0,0,40,21,<=50K,
67,3,5,4,2,7,0,4,1,2414,0,40,39,<=50K,
45,4,11,9,0,7,4,4,0,0,0,35,39,<=50K,
61,4,4,3,2,4,2,4,0,0,0,45,25,<=50K,
34,4,9,13,4,11,1,4,0,0,0,40,39,<=50K,
43,6,8,11,2,2,0,4,1,0,0,40,39,<=50K,
38,4,9,13,2,0,0,4,1,7298,0,50,39,>50K,
35,4,10,16,2,9,0,4,1,0,0,60,39,<=50K,
65,4,11,9,0,10,1,4,1,0,0,20,39,<=50K,
24,4,9,13,2,3,0,4,1,0,0,55,8,>50K,
34,6,15,10,2,4,0,4,1,0,0,50,39,<=50K,
42,4,11,9,2,13,0,4,1,0,0,60,39,>50K,
18,4,5,4,4,7,3,4,0,0,0,40,39,<=50K,
43,0,15,10,6,3,4,0,0,0,0,15,39,<=50K,
31,4,15,10,2,7,0,4,1,0,0,40,39,>50K,
40,5,15,10,2,3,0,1,1,0,0,50,2,<=50K,
32,4,9,13,2,9,0,4,1,0,0,40,39,<=50K,
47,4,15,10,2,3,0,4,1,0,0,40,39,>50K,
32,1,15,10,2,13,0,4,1,0,0,40,39,<=50K,
46,5,10,16,5,9,1,4,1,0,0,35,39,<=50K,
40,4,9,13,2,3,0,4,1,0,0,65,39,>50K,
36,4,9,13,4,2,1,4,1,0,0,35,39,<=50K,
33,4,8,11,2,11,0,4,1,0,0,36,39,<=50K,
23,7,4,3,4,13,1,4,1,0,0,35,39,<=50K,
21,4,0,6,5,6,3,4,1,0,0,40,39,<=50K,
40,4,11,9,2,7,5,2,0,0,0,32,39,<=50K,
53,7,10,16,2,9,0,4,1,0,0,50,39,>50K,
53,6,15,10,2,13,0,4,1,0,0,72,39,<=50K,
58,4,6,5,2,5,0,2,1,0,0,60,39,<=50K,
51,4,11,9,2,11,0,4,1,0,0,55,39,>50K,
31,4,11,9,2,7,0,4,1,0,0,65,39,<=50K,
23,3,1,7,4,7,3,0,1,0,0,40,39,<=50K,
31,1,15,10,0,0,1,4,0,0,0,35,39,<=50K,
21,4,15,10,4,7,4,4,0,0,0,35,39,<=50K,
39,6,12,14,2,2,0,4,1,0,0,55,39,>50K,
36,4,14,15,2,9,5,4,0,15024,0,45,39,>50K,
51,4,0,6,2,2,0,4,1,0,0,40,39,>50K,
18,4,1,7,4,7,3,4,1,0,0,12,39,<=50K,
32,4,15,10,0,0,1,4,1,0,0,48,39,<=50K,
56,4,9,13,0,7,1,4,0,0,0,32,39,<=50K,
35,4,7,12,4,10,1,4,1,0,0,40,39,<=50K,
63,4,2,8,6,11,4,4,0,0,0,40,39,<=50K,
23,4,15,10,4,7,3,4,1,0,0,40,39,<=50K,
52,1,12,14,2,9,0,4,1,0,0,50,39,>50K,
19,4,11,9,4,11,1,4,1,0,0,50,39,<=50K,
33,7,12,14,2,9,0,4,1,0,0,50,39,>50K,
35,4,9,13,2,11,0,2,1,0,0,50,39,<=50K,
35,4,11,9,0,13,1,4,0,0,0,60,39,>50K,
38,4,14,15,2,9,5,4,0,0,0,40,39,<=50K,
23,4,9,13,4,0,1,4,0,0,0,60,39,<=50K,
22,4,8,11,0,12,1,4,1,0,0,60,39,<=50K,
20,4,11,9,4,5,1,4,1,0,0,40,39,<=50K,
47,4,11,9,2,6,0,2,1,0,0,40,39,>50K,
59,4,1,7,2,2,0,4,1,0,0,40,39,<=50K,
36,4,11,9,2,7,0,4,1,0,0,50,39,<=50K,
27,4,4,3,4,7,2,4,1,0,0,40,25,<=50K,
24,4,8,11,2,13,0,4,1,0,0,40,39,<=50K,
35,4,11,9,4,7,3,2,0,0,0,35,22,<=50K,
22,7,15,10,4,7,2,2,1,0,0,39,13,<=50K,
37,4,11,9,2,13,0,4,1,0,0,52,39,<=50K,
36,4,11,9,2,2,0,4,1,7298,0,40,39,>50K,
28,4,11,9,5,7,1,4,0,0,0,25,39,<=50K,
55,4,11,9,2,11,5,4,0,0,0,50,39,<=50K,
29,3,4,3,2,7,5,4,0,0,0,40,39,<=50K,
32,4,9,13,2,11,0,4,1,0,0,44,39,<=50K,
66,3,15,10,0,7,2,4,0,0,0,35,39,<=50K,
47,1,15,10,3,2,2,4,1,0,0,45,39,<=50K,
23,4,9,13,4,7,1,4,0,0,0,40,39,<=50K,
50,1,12,14,0,9,1,4,0,0,0,45,39,<=50K,
40,6,11,9,2,4,0,4,1,0,0,84,39,<=50K,
51,4,11,9,4,6,1,4,0,0,1590,40,39,<=50K,
34,4,11,9,4,9,1,4,0,0,1669,45,39,<=50K,
28,4,9,13,4,10,1,4,0,0,0,40,39,<=50K,
52,7,10,16,2,9,0,4,1,0,1887,70,10,>50K,
39,5,11,9,2,3,0,4,1,3103,0,60,39,>50K,
43,4,9,13,2,0,0,4,1,0,0,40,39,>50K,
36,4,9,13,4,9,3,4,0,0,0,35,39,>50K,
25,4,9,13,4,9,3,4,0,0,0,15,39,<=50K,
42,4,15,10,0,0,4,4,0,0,0,38,39,<=50K,
35,4,15,10,2,13,0,4,1,0,0,40,10,<=50K,
43,4,12,14,2,3,0,4,1,7688,0,53,39,>50K,
50,7,9,13,2,3,0,4,1,0,0,38,39,>50K,
30,4,15,10,2,13,0,4,1,0,0,60,39,<=50K,
44,4,12,14,2,9,0,4,1,0,0,44,39,>50K,
35,4,7,12,2,11,0,4,1,0,0,60,39,<=50K,
36,4,8,11,0,9,1,4,1,0,0,40,39,>50K,
30,4,9,13,4,3,3,1,0,0,0,52,36,<=50K,
36,5,9,13,2,11,0,4,1,15024,0,45,39,>50K,
25,4,3,2,2,4,0,4,1,0,0,96,25,<=50K,
20,4,11,9,4,11,3,2,0,0,0,20,39,<=50K,
20,4,15,10,4,10,3,4,1,0,0,40,39,<=50K,
70,3,4,3,2,7,0,4,1,0,0,20,39,<=50K,
26,4,11,9,4,13,3,4,1,0,0,50,39,<=50K,
24,4,15,10,4,0,1,2,0,0,0,35,39,<=50K,
48,4,9,13,2,12,0,4,1,0,0,40,39,>50K,
62,4,11,9,0,8,4,2,0,0,0,99,39,<=50K,
52,4,9,13,2,11,0,4,1,0,0,40,39,>50K,
25,4,9,13,4,11,1,4,1,0,0,44,39,<=50K,
58,4,4,3,2,6,0,4,1,0,0,40,39,<=50K,
40,0,9,13,4,9,1,4,0,0,0,45,39,<=50K,
29,3,15,10,2,7,5,4,0,0,0,40,39,<=50K,
45,5,5,4,2,3,0,4,1,0,0,52,27,<=50K,
19,4,15,10,4,7,2,4,0,0,0,20,39,<=50K,
37,4,1,7,4,5,1,2,1,0,0,40,39,<=50K,
23,4,1,7,2,6,0,4,1,0,0,40,33,<=50K,
31,6,11,9,0,2,1,4,1,0,0,60,39,<=50K,
64,6,5,4,2,2,0,4,1,0,0,20,39,<=50K,
28,1,15,10,4,0,3,4,0,0,0,16,39,<=50K,
49,1,15,10,0,0,1,4,0,0,0,44,39,<=50K,
35,4,15,10,0,0,1,4,0,0,0,40,39,>50K,
45,4,10,16,2,3,0,4,1,0,0,45,39,>50K,
39,4,2,8,2,13,0,4,1,15024,0,70,39,>50K,
55,4,15,10,4,0,1,2,0,0,2339,45,27,<=50K,
46,6,9,13,0,7,4,1,0,0,0,60,35,>50K,
29,4,11,9,2,6,5,4,0,0,0,40,34,<=50K,
25,7,11,9,2,10,3,4,1,0,0,35,39,<=50K,
37,4,9,13,4,0,1,4,0,0,0,40,39,<=50K,
30,4,11,9,4,0,4,4,1,0,0,40,39,<=50K,
28,4,11,9,2,6,0,1,1,0,0,40,30,<=50K,
36,0,15,10,5,0,4,2,0,6497,0,56,39,<=50K,
32,4,15,10,4,3,4,2,0,0,0,35,39,<=50K,
34,4,1,7,4,6,1,4,1,0,0,40,39,<=50K,
34,4,11,9,4,0,1,4,0,0,0,36,39,<=50K,
20,4,15,10,4,11,3,4,0,0,0,40,39,<=50K,
27,5,12,14,4,13,3,4,1,0,0,40,39,<=50K,
36,0,11,9,2,0,5,4,0,0,0,40,39,<=50K,
35,4,15,10,2,11,0,4,1,0,0,40,39,<=50K,
37,4,11,9,0,3,1,4,1,0,0,35,39,<=50K,
32,4,11,9,2,2,0,4,1,0,0,50,39,<=50K,
32,4,12,14,4,9,1,4,0,0,0,20,39,<=50K,
52,4,11,9,0,11,1,4,0,0,0,48,39,<=50K,
23,4,11,9,4,7,1,4,0,0,0,30,39,<=50K,
25,4,11,9,2,2,0,4,1,0,0,45,39,<=50K,
31,4,11,9,0,11,1,4,0,0,0,32,39,<=50K,
31,6,15,10,2,7,5,4,0,0,0,30,39,<=50K,
41,4,8,11,5,7,1,4,1,0,0,40,39,<=50K,
47,4,15,10,2,12,0,4,1,0,0,60,39,<=50K,
20,3,15,10,4,7,3,4,0,0,0,10,39,<=50K,
20,4,15,10,4,0,1,4,0,0,0,45,39,<=50K,
29,4,0,6,0,6,1,2,0,0,0,25,39,<=50K,
51,1,15,10,6,0,1,4,0,0,0,40,39,<=50K,
30,1,9,13,2,9,5,4,0,0,0,33,39,>50K,
23,3,15,10,4,7,1,4,0,0,0,12,39,<=50K,
48,4,9,13,2,0,0,4,1,0,0,35,39,>50K,
39,4,11,9,5,3,1,4,1,14344,0,40,39,>50K,
62,4,9,13,2,11,0,4,1,0,0,35,39,<=50K,
22,4,9,13,4,7,1,4,1,0,0,30,39,<=50K,
46,0,9,13,2,3,0,4,1,7688,0,40,39,>50K,
51,1,12,14,2,9,0,4,1,0,1977,35,39,>50K,
20,4,11,9,4,11,1,4,0,0,0,32,39,<=50K,
